Success,3.8095398,,
Success,3.3499575,,
Success,3.7656897,,
Success,2.4151163,,
,0.327594,,
Success,2.84182,,
,0.3131295,,
Success,2.8401797,,
Success,4.037064,,
Success,3.5161439,,
Success,2.9780436,,
,2.2255234,,
Success,3.0118186,,
Success,2.4485696,,
Success,2.7755072,,
Success,3.5352092,,
Success,2.5652816,,
Success,3.5881427,,
Success,3.2274115,,
Success,3.3934565,,
,1.969447,,
,1.6612308,,
,2.0361166,,
Success,3.7649392,,
Success,3.7837069,,
Success,3.3250731,,
,0.3769502,,
,0.3354452,,
,0.3372439,,
Success,3.6609393,,
Success,4.018836,,
Success,3.2385126,,
,1.5279436,,
Success,3.5033105,,
Success,2.0437858,,
,1.4301185,,
Success,3.1600197,,
Success,3.7423418,,
Success,3.2150957,,
Success,3.2918028,,
Success,4.0412273,,
Success,3.2411877,,
Success,3.7593792,,
Success,3.4249533,,
,,,
,,,
,,,
,,,
,,,
Success,3.1104569,,
,,,
,,,
,,,
,,,
,,,
,,,
Success,5.6242732,,
Success,3.4879885,,
Success,2.5895353,,
Success,2.6134903,,
Success,2.5590414,,
Success,2.6052248,,
Success,2.5619253,,
Success,2.5114418,,
Success,3.3113657,,
Success,2.6696176,,
Success,3.5749844,,
Success,2.7927492,,
Success,2.661823,,
Success,2.9243179,,
Success,2.8654384,,
Success,2.9788856,,
Success,3.7870889,,
Success,4.3746487,,
Success,4.3388164,,
Success,2.5389058,,
Success,2.6264271,,
,0.4894952,,
Success,5.1432928,,
Success,4.6295479,,
Success,5.8487336,,
,0.4862201,,
Success,4.3993193,,
,0.4819797,,
Success,3.5874965,,
Success,3.7962828,,
Success,3.4864885,,
Success,4.3040081,,
Success,2.9329345,,
Success,3.0894515,,
Success,3.070271,,
Success,10.9244696,,
Success,8.5607656,,
Success,2.8871064,,
Success,3.2773537,,
Success,4.7994586,,
Success,4.3978291,,
Success,4.3784353,,
Success,4.369593,,
Success,3.8608278,,
Success,7.0164014,,
Success,6.0457299,,
Success,3.5438778,,
Success,3.7617192,,
Success,4.8618924,,
Success,12.1493067,,
Success,4.8893348,,
Success,3.641033,,
Success,5.3353938,,
Success,3.2406099,,
Success,2.5394939,,
Success,3.0510905,,
Success,4.8376166,,
Success,3.5993569,,
Success,3.5671651,,
Success,2.86378,,
Success,2.5948342,,
Success,2.5992571,,
Success,2.8592651,,
Success,2.6112568,,
Success,2.4772298,,
Success,3.5321254,,
Success,3.3002446,,
Success,3.5928181,,
Success,2.8072759,,
Success,2.8500228,,
Success,2.6024921,,
Success,2.5090844,,
Success,2.5798906,,
,0.7265212,,
Success,4.3861914,,
Success,3.1648354,,
Success,2.8247605,,
Success,3.5970256,,
Success,3.1308958,,
,0.4405215,,
Success,3.3250525,,
Success,3.0830021,,
Success,3.7072744,,
Success,3.9665739,,
Success,4.1389901,,
Success,3.2842158,,
Success,4.0348854,,
Success,3.8378926,,
Success,4.7975237,,
,0.509747,,
Success,6.1477255,,
Success,4.1402275,,
Success,4.9243159,,
Success,4.8663395,,
Success,4.4184834,,
Success,6.8692809,,
Success,4.8395484,,
Success,2.6532084,,
Success,2.9073926,,
Success,3.0575455,,
Success,4.3580123,,
